Date,Open,High,Low,Close
2012-01-04,1.3051,1.3072,1.2898,1.2936
2012-01-05,1.2937,1.2943,1.2771,1.2791
2012-01-06,1.2789,1.2812,1.2698,1.2717
2012-01-09,1.2693,1.2785,1.2666,1.2769
2012-01-10,1.2769,1.2818,1.2743,1.2773
2012-01-11,1.2772,1.2789,1.2662,1.2708
2012-01-12,1.2709,1.2844,1.2699,1.2814
2012-01-13,1.2815,1.2878,1.2624,1.268
2012-01-16,1.2639,1.2687,1.2626,1.265
2012-01-17,1.2651,1.2806,1.2649,1.2741
2012-01-18,1.274,1.2868,1.2734,1.2853
2012-01-19,1.2854,1.2972,1.284,1.2967
2012-01-20,1.2967,1.2986,1.2888,1.2932
2012-01-23,1.2881,1.3052,1.288,1.3014
2012-01-24,1.3014,1.3063,1.2954,1.3031
2012-01-25,1.3033,1.312,1.2931,1.31
2012-01-26,1.3101,1.3183,1.309,1.3105
2012-01-27,1.3105,1.3233,1.3077,1.3218
2012-01-30,1.3215,1.3221,1.3077,1.3141
2012-01-31,1.3141,1.3213,1.3042,1.309
2012-02-01,1.309,1.3218,1.3026,1.317
2012-02-02,1.3169,1.3196,1.3086,1.3145
2012-02-03,1.3145,1.3204,1.3067,1.3159
2012-02-06,1.3126,1.3141,1.3028,1.3124
2012-02-07,1.3124,1.327,1.3089,1.3262
2012-02-08,1.3261,1.3288,1.3221,1.3251
2012-02-09,1.3252,1.3321,1.3216,1.3285
2012-02-10,1.3284,1.329,1.3155,1.3197
2012-02-13,1.3239,1.3284,1.3169,1.3174
2012-02-14,1.3173,1.3216,1.308,1.3128
2012-02-15,1.3129,1.319,1.3044,1.3059
2012-02-16,1.306,1.3158,1.2975,1.3131
2012-02-17,1.3131,1.3197,1.3115,1.314
2012-02-20,1.3204,1.3276,1.3182,1.3234
2012-02-21,1.3234,1.3292,1.3187,1.3232
2012-02-22,1.3231,1.3266,1.3211,1.3248
2012-02-23,1.3247,1.3378,1.3231,1.3374
2012-02-24,1.3372,1.3486,1.3357,1.345
2012-02-27,1.3461,1.3471,1.3366,1.3394
2012-02-28,1.3395,1.3471,1.339,1.3459
2012-02-29,1.3458,1.3485,1.3315,1.3324
2012-03-01,1.3325,1.3356,1.3283,1.3316
2012-03-02,1.3316,1.3332,1.3187,1.3201
2012-03-05,1.3196,1.324,1.316,1.3216
2012-03-06,1.3215,1.3226,1.3103,1.3115
2012-03-07,1.3114,1.3164,1.3097,1.3151
2012-03-08,1.3151,1.3291,1.3136,1.3277
2012-03-09,1.3274,1.3276,1.3097,1.3122
2012-03-12,1.3116,1.3158,1.3079,1.3155
2012-03-13,1.3155,1.319,1.3052,1.3082
2012-03-14,1.3083,1.309,1.3011,1.303
2012-03-15,1.303,1.3118,1.3004,1.3071
2012-03-16,1.3071,1.3187,1.3049,1.3175
2012-03-19,1.3181,1.3264,1.3142,1.3235
2012-03-20,1.3234,1.3251,1.3173,1.323
2012-03-21,1.3229,1.3284,1.3179,1.3212
2012-03-22,1.3213,1.3254,1.3135,1.3198
2012-03-23,1.3198,1.3291,1.3191,1.327
2012-03-26,1.3269,1.3367,1.3192,1.3356
2012-03-27,1.3356,1.3385,1.3313,1.3319
2012-03-28,1.3318,1.3373,1.3277,1.3315
2012-03-29,1.3314,1.3345,1.3253,1.3299
2012-03-30,1.33,1.3374,1.3298,1.3342
2012-04-02,1.3357,1.338,1.3278,1.3317
2012-04-03,1.3316,1.3367,1.3213,1.3235
2012-04-04,1.3235,1.3237,1.3107,1.314
2012-04-05,1.314,1.3164,1.3035,1.3064
2012-04-06,1.3064,1.3112,1.3052,1.3095
2012-04-09,1.3097,1.3133,1.3034,1.311
2012-04-10,1.3109,1.3144,1.3055,1.3082
2012-04-11,1.3083,1.3156,1.3066,1.311
2012-04-12,1.311,1.3212,1.3102,1.3187
2012-04-13,1.3188,1.32,1.307,1.3077
2012-04-16,1.307,1.3147,1.2995,1.3132
2012-04-17,1.3132,1.3171,1.309,1.3128
2012-04-18,1.3127,1.314,1.3058,1.3119
2012-04-19,1.3119,1.3165,1.307,1.3135
2012-04-20,1.3135,1.3227,1.3129,1.3219
2012-04-23,1.3191,1.321,1.3105,1.3156
2012-04-24,1.3158,1.3217,1.3145,1.3195
2012-04-25,1.3195,1.3236,1.3174,1.3223
2012-04-26,1.3222,1.3262,1.3181,1.3191
2012-04-27,1.3188,1.3267,1.3159,1.3256
2012-04-30,1.324,1.3264,1.321,1.3242
2012-05-01,1.3241,1.3279,1.3205,1.3238
2012-05-02,1.324,1.3241,1.3125,1.3154
2012-05-03,1.3155,1.3179,1.3095,1.3152
2012-05-04,1.3152,1.3178,1.308,1.3084
2012-05-07,1.3022,1.3064,1.2955,1.3056
2012-05-08,1.3056,1.3064,1.2982,1.2999
2012-05-09,1.2999,1.3005,1.291,1.2934
2012-05-10,1.2934,1.2977,1.2924,1.2931
2012-05-11,1.2931,1.2955,1.2904,1.2916
2012-05-14,1.2886,1.2903,1.2821,1.2825
2012-05-15,1.2825,1.2868,1.2722,1.2733
2012-05-16,1.2733,1.2757,1.2681,1.2716
2012-05-17,1.2716,1.2748,1.2666,1.2681
2012-05-18,1.2683,1.2793,1.2642,1.2775
2012-05-21,1.2777,1.2822,1.2724,1.2806
2012-05-22,1.2806,1.2816,1.2657,1.2679
2012-05-23,1.2679,1.2686,1.2545,1.2585
2012-05-24,1.2585,1.2618,1.2517,1.2535
2012-05-25,1.2535,1.2599,1.2496,1.2514
2012-05-28,1.2571,1.2623,1.2525,1.2539
2012-05-29,1.2538,1.2573,1.2461,1.2486
2012-05-30,1.2486,1.2492,1.2361,1.2367
2012-05-31,1.2368,1.2428,1.2339,1.236
2012-06-01,1.2359,1.2454,1.2288,1.2427
2012-06-04,1.2432,1.2507,1.2385,1.2494
2012-06-05,1.2493,1.254,1.2409,1.245
2012-06-06,1.245,1.2584,1.244,1.2576
2012-06-07,1.2576,1.2622,1.2538,1.2562
2012-06-08,1.2562,1.2573,1.2435,1.2514
2012-06-11,1.2653,1.2667,1.2464,1.2466
2012-06-12,1.2468,1.2528,1.2443,1.2504
2012-06-13,1.2504,1.2608,1.2472,1.2566
2012-06-14,1.2566,1.2636,1.2542,1.2627
2012-06-15,1.2627,1.2664,1.2592,1.2657
2012-06-18,1.274,1.2746,1.2556,1.2576
2012-06-19,1.2576,1.2728,1.2568,1.2687
2012-06-20,1.2687,1.2741,1.2638,1.2696
2012-06-21,1.2697,1.27,1.2531,1.2546
2012-06-22,1.2546,1.2582,1.252,1.2571
2012-06-25,1.255,1.2556,1.2471,1.25
2012-06-26,1.2499,1.2529,1.2442,1.2491
2012-06-27,1.2491,1.2507,1.2444,1.2468
2012-06-28,1.2468,1.2523,1.2406,1.244
2012-06-29,1.244,1.269,1.2433,1.2664
2012-07-02,1.2671,1.2671,1.2568,1.2584
2012-07-03,1.2584,1.2625,1.2558,1.2605
2012-07-04,1.2605,1.2606,1.2507,1.2526
2012-07-05,1.2526,1.2537,1.2363,1.2389
2012-07-06,1.2391,1.2399,1.2259,1.2289
2012-07-09,1.2267,1.2321,1.2256,1.2313
2012-07-10,1.2314,1.2332,1.2235,1.2252
2012-07-11,1.2251,1.2295,1.2213,1.224
2012-07-12,1.224,1.2247,1.2167,1.2199
2012-07-13,1.22,1.2255,1.2162,1.2248
2012-07-16,1.2253,1.2287,1.2175,1.2268
2012-07-17,1.2269,1.2315,1.2188,1.229
2012-07-18,1.229,1.2304,1.2216,1.228
2012-07-19,1.228,1.2321,1.2229,1.2274
2012-07-20,1.2274,1.2282,1.2145,1.2158
2012-07-23,1.2121,1.2142,1.2066,1.2115
2012-07-24,1.2115,1.2137,1.2041,1.206
2012-07-25,1.2061,1.2166,1.2052,1.2147
2012-07-26,1.2149,1.2327,1.2117,1.2279
2012-07-27,1.2279,1.2388,1.2241,1.2318
2012-07-30,1.23,1.2309,1.2225,1.2254
2012-07-31,1.2255,1.2328,1.2248,1.2298
2012-08-01,1.2298,1.2335,1.2217,1.2228
2012-08-02,1.2228,1.2402,1.2133,1.2181
2012-08-03,1.218,1.239,1.2166,1.2383
2012-08-06,1.2392,1.2442,1.2341,1.2397
2012-08-07,1.2396,1.244,1.2374,1.2397
2012-08-08,1.2396,1.2401,1.2326,1.2364
2012-08-09,1.2364,1.2385,1.2266,1.2303
2012-08-10,1.2303,1.2315,1.224,1.2289
2012-08-13,1.2286,1.2371,1.226,1.2331
2012-08-14,1.2331,1.2384,1.2316,1.2318
2012-08-15,1.2317,1.2342,1.2263,1.2285
2012-08-16,1.2285,1.2371,1.2255,1.2355
2012-08-17,1.2355,1.2381,1.2288,1.2333
2012-08-20,1.2338,1.2368,1.2295,1.2345
2012-08-21,1.2345,1.2486,1.2345,1.247
2012-08-22,1.247,1.2536,1.243,1.2529
2012-08-23,1.2528,1.2588,1.2523,1.2563
2012-08-24,1.2563,1.2567,1.2481,1.2511
2012-08-27,1.2507,1.2534,1.2489,1.2496
2012-08-28,1.2497,1.2575,1.2465,1.2562
2012-08-29,1.2564,1.2571,1.2518,1.253
2012-08-30,1.253,1.2562,1.2487,1.2505
2012-08-31,1.2505,1.2636,1.2493,1.2573
2012-09-03,1.2579,1.2609,1.256,1.2586
2012-09-04,1.2586,1.2626,1.2553,1.2566
2012-09-05,1.2566,1.2623,1.25,1.2601
2012-09-06,1.2601,1.2646,1.256,1.2631
2012-09-07,1.2631,1.2816,1.2625,1.2815
2012-09-10,1.2805,1.2807,1.2754,1.2757
2012-09-11,1.2758,1.2869,1.2757,1.285
2012-09-12,1.285,1.2935,1.2832,1.2897
2012-09-13,1.2898,1.3,1.2858,1.2985
2012-09-14,1.2985,1.3167,1.2979,1.3129
2012-09-17,1.3124,1.3169,1.3082,1.3113
2012-09-18,1.3113,1.3118,1.3029,1.3043
2012-09-19,1.3043,1.3084,1.2992,1.3045
2012-09-20,1.3045,1.3058,1.2919,1.2964
2012-09-21,1.2964,1.3046,1.2955,1.2983
2012-09-24,1.2979,1.2979,1.289,1.293
2012-09-25,1.293,1.2969,1.2886,1.2903
2012-09-26,1.2903,1.2912,1.2835,1.2873
2012-09-27,1.2872,1.2927,1.2827,1.2915
2012-09-28,1.2913,1.2958,1.2839,1.2858
2012-10-01,1.2848,1.2936,1.2802,1.2885
2012-10-02,1.2885,1.2966,1.2879,1.2916
2012-10-03,1.2916,1.2936,1.2877,1.2908
2012-10-04,1.2908,1.3029,1.2907,1.3015
2012-10-05,1.3015,1.3069,1.2993,1.3032
2012-10-08,1.3022,1.3023,1.2937,1.2966
2012-10-09,1.2966,1.2989,1.2858,1.2883
2012-10-10,1.2882,1.2911,1.2834,1.285
2012-10-11,1.285,1.2949,1.2825,1.2929
2012-10-12,1.2929,1.299,1.2921,1.2951
2012-10-15,1.2954,1.2976,1.2889,1.2945
2012-10-16,1.2945,1.3098,1.2942,1.3098
2012-10-17,1.3097,1.3138,1.3082,1.3114
2012-10-18,1.3115,1.3127,1.3055,1.3068
2012-10-19,1.3067,1.3076,1.3013,1.3019
2012-10-22,1.3023,1.3081,1.3015,1.3064
2012-10-23,1.3064,1.3074,1.2951,1.2983
2012-10-24,1.2983,1.2995,1.2919,1.2969
2012-10-25,1.2969,1.3021,1.2926,1.2941
2012-10-26,1.2941,1.2955,1.2882,1.2941
2012-10-29,1.2924,1.2935,1.2884,1.2903
2012-10-30,1.2902,1.2982,1.2885,1.2966
2012-10-31,1.2966,1.3018,1.2946,1.2957
2012-11-01,1.2957,1.2981,1.2924,1.2946
2012-11-02,1.2946,1.2947,1.2821,1.2836
2012-11-05,1.2819,1.2842,1.2766,1.2795
2012-11-06,1.2795,1.2825,1.2763,1.2809
2012-11-07,1.2808,1.2875,1.2735,1.277
2012-11-08,1.277,1.2774,1.2716,1.2743
2012-11-09,1.2743,1.2789,1.2689,1.2708
2012-11-12,1.2716,1.2738,1.2696,1.2707
2012-11-13,1.2707,1.2727,1.2661,1.2701
2012-11-14,1.2701,1.2775,1.2701,1.2732
2012-11-15,1.2732,1.28,1.2716,1.2779
2012-11-16,1.2779,1.2782,1.2691,1.2742
2012-11-19,1.274,1.2817,1.2739,1.278
2012-11-20,1.2779,1.2827,1.2764,1.2813
2012-11-21,1.2813,1.283,1.2737,1.2825
2012-11-22,1.2825,1.2897,1.2825,1.2884
2012-11-23,1.2879,1.2989,1.2867,1.2973
2012-11-26,1.2973,1.3005,1.2943,1.2993
2012-11-27,1.2993,1.3006,1.2914,1.2936
2012-11-28,1.2936,1.296,1.2879,1.2949
2012-11-29,1.2949,1.301,1.2938,1.2976
2012-11-30,1.2976,1.3026,1.2968,1.2985
2012-12-03,1.2993,1.3074,1.2988,1.3058
2012-12-04,1.3057,1.3107,1.3045,1.3093
2012-12-05,1.3093,1.3125,1.3059,1.307
2012-12-06,1.307,1.3085,1.295,1.2958
2012-12-07,1.2957,1.2972,1.2877,1.2925
2012-12-10,1.2893,1.2945,1.2885,1.2939
2012-12-11,1.2939,1.3013,1.2928,1.3007
2012-12-12,1.3007,1.3095,1.2995,1.3069
2012-12-13,1.307,1.3098,1.304,1.3074
2012-12-14,1.3074,1.3171,1.3065,1.3162
2012-12-17,1.3181,1.3185,1.3143,1.3158
2012-12-18,1.3158,1.3237,1.3155,1.3223
2012-12-19,1.3223,1.3307,1.3188,1.3198
2012-12-20,1.3198,1.3294,1.3198,1.3245
2012-12-21,1.3245,1.3246,1.3157,1.3186
2012-12-24,1.3178,1.3232,1.317,1.3187
2012-12-26,1.3179,1.3252,1.3176,1.322
2012-12-27,1.3221,1.3282,1.3201,1.3234
2012-12-28,1.3234,1.3255,1.3165,1.3217
2012-12-31,1.3215,1.3233,1.3171,1.3197
2013-01-02,1.3279,1.3299,1.3156,1.3189
2013-01-03,1.3189,1.3189,1.3025,1.3036
2013-01-04,1.3036,1.3087,1.2997,1.3068
2013-01-07,1.3077,1.3127,1.3016,1.3125
2013-01-08,1.3125,1.3138,1.3056,1.3079
2013-01-09,1.308,1.3094,1.3036,1.3054
2013-01-10,1.3054,1.3278,1.3038,1.3266
2013-01-11,1.3266,1.3364,1.3247,1.3343
2013-01-14,1.3365,1.3402,1.3335,1.3375
2013-01-15,1.3375,1.3392,1.3264,1.3296
2013-01-16,1.3297,1.3323,1.3256,1.329
2013-01-17,1.329,1.3386,1.3269,1.3375
2013-01-18,1.3374,1.3397,1.3279,1.3317
2013-01-21,1.3308,1.3331,1.3299,1.3315
2013-01-22,1.3315,1.337,1.3266,1.332
2013-01-23,1.332,1.3353,1.3264,1.3309
2013-01-24,1.3309,1.339,1.3285,1.3378
2013-01-25,1.3378,1.3477,1.3349,1.3457
2013-01-28,1.3459,1.3475,1.3425,1.3444
2013-01-29,1.3444,1.3496,1.3414,1.3486
2013-01-30,1.3486,1.3586,1.3481,1.3567
2013-01-31,1.3567,1.3592,1.354,1.3586
2013-02-01,1.3586,1.3709,1.3582,1.3641
2013-02-04,1.3648,1.3652,1.3498,1.3502
2013-02-05,1.3502,1.3596,1.3457,1.3581
2013-02-06,1.3581,1.3595,1.3492,1.3515
2013-02-07,1.3517,1.3576,1.3369,1.3393
2013-02-08,1.3393,1.3427,1.3352,1.3365
2013-02-11,1.3368,1.3426,1.3356,1.3401
2013-02-12,1.3401,1.3473,1.3364,1.3451
2013-02-13,1.3451,1.3517,1.3425,1.3448
2013-02-14,1.3447,1.3454,1.3314,1.3356
2013-02-15,1.3356,1.3391,1.3306,1.3357
2013-02-18,1.3345,1.3378,1.3321,1.3351
2013-02-19,1.3351,1.3394,1.3328,1.3384
2013-02-20,1.3384,1.3432,1.327,1.3287
2013-02-21,1.3286,1.3288,1.3161,1.3191
2013-02-22,1.3191,1.3244,1.3146,1.319
2013-02-25,1.3192,1.3316,1.3047,1.3059
2013-02-26,1.3055,1.312,1.3017,1.3064
2013-02-27,1.3063,1.3145,1.304,1.3134
2013-02-28,1.3134,1.316,1.3052,1.3066
2013-03-01,1.3066,1.31,1.2966,1.3017
2013-03-04,1.3013,1.303,1.2981,1.3024
2013-03-05,1.3025,1.3074,1.3009,1.3044
2013-03-06,1.3044,1.3069,1.2964,1.2973
2013-03-07,1.2976,1.3117,1.2973,1.3104
2013-03-08,1.3104,1.3133,1.2954,1.3
2013-03-11,1.2987,1.3052,1.2978,1.3033
2013-03-12,1.3033,1.3073,1.299,1.3027
2013-03-13,1.3026,1.3063,1.2923,1.2956
2013-03-14,1.2956,1.3029,1.291,1.3012
2013-03-15,1.3011,1.3105,1.3002,1.3074
2013-03-18,1.2904,1.2993,1.2881,1.2941
2013-03-19,1.2941,1.2968,1.2843,1.2857
2013-03-20,1.2855,1.2977,1.2855,1.2932
2013-03-21,1.2932,1.2954,1.2879,1.2898
2013-03-22,1.2898,1.3006,1.2887,1.2988
2013-03-25,1.2972,1.3047,1.2829,1.2858
2013-03-26,1.2858,1.2888,1.2829,1.2862
2013-03-27,1.2862,1.2865,1.2751,1.2777
2013-03-28,1.2777,1.2843,1.2754,1.2814
2013-03-29,1.2814,1.2835,1.2793,1.2817
2013-04-01,1.2809,1.2866,1.2771,1.2843
2013-04-02,1.2842,1.2876,1.2808,1.2821
2013-04-03,1.2821,1.2863,1.2789,1.2842
2013-04-04,1.2842,1.2947,1.2746,1.2932
2013-04-05,1.2932,1.3038,1.29,1.2994
2013-04-08,1.2991,1.3036,1.2967,1.3017
2013-04-09,1.3017,1.3102,1.3004,1.308
2013-04-10,1.308,1.3121,1.3051,1.3066
2013-04-11,1.3066,1.3137,1.3043,1.3105
2013-04-12,1.3105,1.3125,1.3037,1.311
2013-04-15,1.3104,1.3108,1.3021,1.3046
2013-04-16,1.3046,1.3199,1.3027,1.3177
2013-04-17,1.3178,1.3197,1.3001,1.3034
2013-04-18,1.3034,1.3094,1.302,1.3051
2013-04-19,1.3048,1.3127,1.3046,1.3052
2013-04-22,1.3069,1.3082,1.3014,1.3061
2013-04-23,1.3061,1.3082,1.2972,1.3
2013-04-24,1.3,1.3032,1.2954,1.3011
2013-04-25,1.3011,1.3092,1.2988,1.3008
2013-04-26,1.3008,1.3046,1.2991,1.3026
2013-04-29,1.3058,1.3114,1.3031,1.3092
2013-04-30,1.3092,1.3184,1.3053,1.3166
2013-05-01,1.3166,1.3241,1.316,1.3183
2013-05-02,1.3183,1.3216,1.3037,1.3061
2013-05-03,1.3061,1.3157,1.3033,1.3114
2013-05-06,1.3117,1.3139,1.3053,1.3072
2013-05-07,1.3072,1.3132,1.3067,1.3078
2013-05-08,1.3078,1.3193,1.3072,1.3159
2013-05-09,1.3159,1.3177,1.3011,1.3043
2013-05-10,1.3044,1.305,1.2936,1.2984
2013-05-13,1.2977,1.2998,1.294,1.2981
2013-05-14,1.2982,1.3028,1.2911,1.2931
2013-05-15,1.2931,1.2942,1.2843,1.288
2013-05-16,1.2881,1.2929,1.2846,1.2883
2013-05-17,1.2884,1.2889,1.2796,1.2826
2013-05-20,1.2845,1.2901,1.2819,1.2883
2013-05-21,1.2883,1.2933,1.2842,1.2905
2013-05-22,1.2905,1.2997,1.2833,1.2851
2013-05-23,1.2852,1.2956,1.2822,1.2932
2013-05-24,1.2932,1.2992,1.2904,1.2935
2013-05-27,1.2936,1.2948,1.2915,1.2934
2013-05-28,1.2933,1.2949,1.2849,1.2852
2013-05-29,1.2852,1.2975,1.2838,1.294
2013-05-30,1.294,1.3061,1.2934,1.3044
2013-05-31,1.3044,1.3058,1.2944,1.2996
2013-06-03,1.2988,1.3107,1.2955,1.3069
2013-06-04,1.3069,1.3101,1.3042,1.3082
2013-06-05,1.3082,1.3113,1.3053,1.3092
2013-06-06,1.3092,1.3306,1.3075,1.3238
2013-06-07,1.3237,1.3283,1.3192,1.3218
2013-06-10,1.3198,1.3268,1.3177,1.3254
2013-06-11,1.3255,1.3317,1.3233,1.3311
2013-06-12,1.3311,1.3358,1.3266,1.3336
2013-06-13,1.3336,1.3389,1.3279,1.3372
2013-06-14,1.3372,1.3372,1.3295,1.3345
2013-06-17,1.3349,1.3381,1.3318,1.3361
2013-06-18,1.3362,1.3415,1.3327,1.3394
2013-06-19,1.3394,1.3412,1.3262,1.3295
2013-06-20,1.3295,1.3302,1.3162,1.3225
2013-06-21,1.3226,1.3253,1.3099,1.3123
2013-06-24,1.3102,1.3143,1.3059,1.3122
2013-06-25,1.3121,1.315,1.3065,1.3081
2013-06-26,1.3081,1.3087,1.2985,1.3007
2013-06-27,1.3006,1.3055,1.3,1.3036
2013-06-28,1.3036,1.3102,1.2991,1.3015
2013-07-01,1.3014,1.3069,1.3005,1.3062
2013-07-02,1.3062,1.3078,1.2964,1.2983
2013-07-03,1.2982,1.303,1.2922,1.3008
2013-07-04,1.3008,1.3023,1.2883,1.2912
2013-07-05,1.2912,1.2916,1.2806,1.2831
2013-07-08,1.2813,1.2881,1.2811,1.2868
2013-07-09,1.2868,1.2898,1.2756,1.2786
2013-07-10,1.2786,1.3023,1.2764,1.3022
2013-07-11,1.302,1.3198,1.3006,1.3093
2013-07-12,1.3093,1.3099,1.2999,1.3067
2013-07-15,1.3065,1.3079,1.2993,1.3066
2013-07-16,1.3066,1.3174,1.3049,1.3153
2013-07-17,1.3151,1.3178,1.3083,1.3123
2013-07-18,1.3123,1.3126,1.3067,1.3112
2013-07-19,1.3112,1.3153,1.3089,1.3143
2013-07-22,1.3136,1.3217,1.3135,1.3183
2013-07-23,1.3183,1.3238,1.3164,1.3223
2013-07-24,1.3223,1.3255,1.3176,1.3196
2013-07-25,1.3195,1.3294,1.3166,1.3276
2013-07-26,1.3276,1.3297,1.3253,1.3282
2013-07-29,1.3278,1.3295,1.3239,1.3262
2013-07-30,1.3262,1.3301,1.3235,1.3262
2013-07-31,1.3262,1.3344,1.3212,1.3296
2013-08-01,1.3294,1.3311,1.3194,1.321
2013-08-02,1.3209,1.3293,1.3187,1.3284
2013-08-05,1.3277,1.33,1.3232,1.3261
2013-08-06,1.3261,1.3323,1.3246,1.3306
2013-08-07,1.3306,1.3345,1.3266,1.3335
2013-08-08,1.3335,1.34,1.3328,1.3381
2013-08-09,1.3382,1.339,1.3333,1.3344
2013-08-12,1.3336,1.3344,1.3277,1.3298
2013-08-13,1.3298,1.3316,1.3234,1.326
2013-08-14,1.326,1.328,1.3239,1.3258
2013-08-15,1.3257,1.3362,1.3206,1.335
2013-08-16,1.335,1.3379,1.3311,1.3333
2013-08-19,1.3334,1.3374,1.3315,1.3336
2013-08-20,1.3335,1.3451,1.3323,1.3418
2013-08-21,1.3418,1.3427,1.3335,1.3358
2013-08-22,1.3357,1.3373,1.3298,1.3356
2013-08-23,1.3356,1.3409,1.3333,1.3384
2013-08-26,1.3384,1.3394,1.3357,1.3369
2013-08-27,1.3369,1.3398,1.3323,1.3389
2013-08-28,1.3389,1.3397,1.3305,1.334
2013-08-29,1.334,1.3343,1.3219,1.3237
2013-08-30,1.3237,1.3254,1.3174,1.3216
2013-09-02,1.3213,1.3226,1.3183,1.3195
2013-09-03,1.3195,1.3196,1.3139,1.3166
2013-09-04,1.3166,1.3217,1.3157,1.3203
2013-09-05,1.3203,1.3223,1.3111,1.3118
2013-09-06,1.3118,1.3188,1.3105,1.3175
2013-09-09,1.3172,1.328,1.3165,1.3253
2013-09-10,1.3253,1.3276,1.323,1.3265
2013-09-11,1.3264,1.3324,1.3243,1.3311
2013-09-12,1.3311,1.3324,1.3255,1.3299
2013-09-13,1.3299,1.3321,1.3254,1.3302
2013-09-16,1.3369,1.3385,1.333,1.3335
2013-09-17,1.3335,1.3369,1.3325,1.3357
2013-09-18,1.3358,1.3541,1.3338,1.3508
2013-09-19,1.3508,1.3568,1.3501,1.3529
2013-09-20,1.3528,1.3548,1.3498,1.352
2013-09-23,1.3531,1.3544,1.3479,1.3492
2013-09-24,1.3492,1.3519,1.3465,1.3471
2013-09-25,1.3471,1.3537,1.3461,1.3522
2013-09-26,1.3522,1.3526,1.3472,1.3487
2013-09-27,1.3487,1.3564,1.3474,1.3521
2013-09-30,1.3481,1.3555,1.3478,1.3521
2013-10-01,1.3522,1.3587,1.3517,1.3523
2013-10-02,1.3523,1.3607,1.3505,1.358
2013-10-03,1.3581,1.3645,1.3577,1.3621
2013-10-04,1.3621,1.3632,1.3539,1.3553
2013-10-07,1.3562,1.3591,1.3542,1.3577
2013-10-08,1.3577,1.3607,1.3557,1.3573
2013-10-09,1.3573,1.3604,1.3486,1.3522
2013-10-10,1.3522,1.3544,1.3487,1.3525
2013-10-11,1.3526,1.3581,1.3519,1.3551
2013-10-14,1.356,1.3597,1.3545,1.3559
2013-10-15,1.3559,1.3571,1.348,1.3525
2013-10-16,1.3525,1.3567,1.3473,1.3533
2013-10-17,1.3533,1.3681,1.3515,1.3672
2013-10-18,1.3672,1.3704,1.3659,1.3684
2013-10-21,1.3682,1.3688,1.3651,1.3677
2013-10-22,1.3676,1.3792,1.3662,1.3777
2013-10-23,1.3778,1.3793,1.3743,1.3775
2013-10-24,1.3775,1.3825,1.3765,1.3799
2013-10-25,1.3799,1.3831,1.3775,1.3807
2013-10-28,1.3807,1.3817,1.3775,1.3783
2013-10-29,1.3783,1.3813,1.3736,1.3747
2013-10-30,1.3747,1.3784,1.3696,1.3722
2013-10-31,1.3722,1.3739,1.3575,1.3588
2013-11-01,1.3588,1.3589,1.348,1.3484
2013-11-04,1.349,1.3524,1.3442,1.3513
2013-11-05,1.3513,1.3522,1.3448,1.3472
2013-11-06,1.3472,1.3547,1.3467,1.3515
2013-11-07,1.3515,1.3529,1.3295,1.3414
2013-11-08,1.3413,1.3438,1.3318,1.3359
2013-11-11,1.3356,1.3416,1.3345,1.3407
2013-11-12,1.3407,1.3456,1.3358,1.3435
2013-11-13,1.3435,1.3497,1.339,1.3481
2013-11-14,1.3481,1.3494,1.3418,1.3459
2013-11-15,1.3459,1.3506,1.3432,1.349
2013-11-18,1.3492,1.3541,1.3474,1.3504
2013-11-19,1.3504,1.3546,1.3488,1.3535
2013-11-20,1.3535,1.3577,1.3416,1.3439
2013-11-21,1.3439,1.3486,1.3399,1.3475
2013-11-22,1.3475,1.3553,1.3462,1.3549
2013-11-25,1.3553,1.356,1.349,1.3522
2013-11-26,1.3523,1.3574,1.3519,1.3566
2013-11-27,1.3566,1.3612,1.3558,1.3578
2013-11-28,1.3578,1.3617,1.3563,1.3603
2013-11-29,1.3603,1.3621,1.3581,1.3584
2013-12-02,1.3588,1.3615,1.3526,1.3538
2013-12-03,1.3538,1.3613,1.3524,1.3589
2013-12-04,1.3589,1.3605,1.3528,1.3589
2013-12-05,1.3589,1.3677,1.3543,1.3671
2013-12-06,1.3672,1.3706,1.362,1.3702
2013-12-09,1.3713,1.3745,1.3694,1.3735
2013-12-10,1.3735,1.3794,1.3734,1.3759
2013-12-11,1.3759,1.381,1.3741,1.3786
2013-12-12,1.3786,1.3803,1.3738,1.3749
2013-12-13,1.3749,1.3769,1.371,1.3737
2013-12-16,1.3737,1.3798,1.3736,1.3758
2013-12-17,1.3758,1.3782,1.3723,1.3771
2013-12-18,1.3771,1.3811,1.3673,1.3675
2013-12-19,1.3675,1.3694,1.3649,1.3654
2013-12-20,1.3654,1.3709,1.3625,1.3681
2013-12-23,1.367,1.3716,1.3668,1.3695
2013-12-24,1.3695,1.3699,1.3655,1.3679
2013-12-26,1.3679,1.3699,1.3663,1.3687
2013-12-27,1.3687,1.3892,1.3687,1.374
2013-12-30,1.3761,1.3818,1.3728,1.3794
2013-12-31,1.3794,1.3812,1.3744,1.3758
2014-01-02,1.3763,1.3775,1.363,1.3663
2014-01-03,1.3663,1.3671,1.3582,1.3582
2014-01-06,1.3599,1.3652,1.3571,1.3633
2014-01-07,1.3633,1.3656,1.3597,1.3614
2014-01-08,1.3614,1.3634,1.3553,1.3575
2014-01-09,1.3575,1.3633,1.3549,1.3602
2014-01-10,1.3602,1.3686,1.3569,1.3664
